VentaID;Factura;Fecha_Orden;Fecha_Entrega;Fecha_Envio;Estado;Cliente_Code;Tipo_Cliente;Nombres;Apellidos;Vendedor;Departamento;Metodo_Pago;Subtotal;updated_at
50682;SO50682;30/04/2024;12/05/2024;12/05/2024;5;29891 - 10114033661;SC;Diane;Krane;Jillian Carson;La Libertad;Debito/Credito;38777.8774;13/01/2025
53499;SO53499;31/07/2024;14/08/2024;12/08/2024;5;29891 - 10114033661;SC;Diane;Krane;Jillian Carson;La Libertad;Debito/Credito;28195.896;13/01/2025
58944;SO58944;30/10/2024;11/11/2024;11/11/2024;5;29891 - 10114033661;SC;Diane;Krane;Jillian Carson;La Libertad;Debito/Credito;35616.8319;13/01/2025
65195;SO65195;29/01/2025;10/02/2025;10/02/2025;5;29891 - 10114033661;SC;Diane;Krane;Jillian Carson;La Libertad;Debito/Credito;29588.1083;13/01/2025
50231;SO50231;30/03/2024;11/04/2024;11/04/2024;5;29513 - 10748980053;SC;Selena;Alvarado;Tsvi Reiter;Cusco;Debito/Credito;45752.4717;13/01/2025
49513;SO49513;28/01/2024;09/02/2024;09/02/2024;5;29822 - 15077414;SC;James;Haugh;Garrett Vargas;;Debito/Credito;25725.4118;13/01/2025
50687;SO50687;30/04/2024;09/05/2024;09/05/2024;5;29822 - 15077414;SC;James;Haugh;Garrett Vargas;Ica;Debito/Credito;37150.2321;13/01/2025
53510;SO53510;31/07/2024;16/08/2024;12/08/2024;5;29822 - 15077414;SC;James;Haugh;Garrett Vargas;Ica;Debito/Credito;44411.3304;13/01/2025
58957;SO58957;30/10/2024;06/11/2024;06/11/2024;5;29822 - 15077414;SC;James;Haugh;Garrett Vargas;Ica;Debito/Credito;33327.266;13/01/2025
65235;SO65235;29/01/2025;04/02/2025;04/02/2025;5;29822 - 15077414;SC;James;Haugh;Garrett Vargas;Ica;Debito/Credito;26719.5966;13/01/2025
49514;SO49514;28/01/2024;09/02/2024;09/02/2024;5;29743 - 1773572;SC;Ann;Evans;Michael Blythe;La Libertad;Debito/Credito;22.794;13/01/2025
59005;SO59005;30/10/2024;11/11/2024;11/11/2024;5;29743 - 1773572;SC;Ann;Evans;Michael Blythe;La Libertad;Debito/Credito;16.272;13/01/2025
53618;SO53618;31/07/2024;12/08/2024;12/08/2024;5;29514 - 10846615108;SC;Emilio;Alvaro;Stephen Jiang;;Debito/Credito;3405.1668;13/01/2025
59070;SO59070;30/10/2024;11/11/2024;11/11/2024;5;29514 - 10846615108;SC;Emilio;Alvaro;Tsvi Reiter;Cusco;Debito/Credito;2118.996;13/01/2025
65259;SO65259;29/01/2025;11/02/2025;10/02/2025;5;29514 - 10846615108;SC;Emilio;Alvaro;Tsvi Reiter;Cusco;Debito/Credito;1174.32;13/01/2025
49515;SO49515;28/01/2024;09/02/2024;10/02/2024;5;30046 - 51722741;SC;Elizabeth;Sullivan;Michael Blythe;Piura;Debito/Credito;29669.6029;13/01/2025
50720;SO50720;30/04/2024;12/05/2024;12/05/2024;5;30046 - 51722741;SC;Elizabeth;Sullivan;Michael Blythe;Piura;Debito/Credito;27105.9276;13/01/2025
53621;SO53621;31/07/2024;12/08/2024;12/08/2024;5;30046 - 51722741;SC;Elizabeth;Sullivan;Michael Blythe;Piura;Debito/Credito;106929.5461;13/01/2025
59068;SO59068;30/10/2024;11/11/2024;11/11/2024;5;30046 - 51722741;SC;Elizabeth;Sullivan;Michael Blythe;Piura;Debito/Credito;68640.1406;13/01/2025
65232;SO65232;29/01/2025;07/02/2025;07/02/2025;5;30046 - 51722741;SC;Elizabeth;Sullivan;Michael Blythe;Piura;Debito/Credito;39215.4278;13/01/2025
49516;SO49516;28/01/2024;10/02/2024;10/02/2024;5;29642 - 52189632;SC;Elizabeth;Catalano;Tsvi Reiter;Cusco;Debito/Credito;1317.6898;13/01/2025
53622;SO53622;31/07/2024;13/08/2024;12/08/2024;5;29642 - 52189632;SC;Elizabeth;Catalano;Tsvi Reiter;Cusco;Debito/Credito;31.584;13/01/2025
59069;SO59069;30/10/2024;11/11/2024;11/11/2024;5;29642 - 52189632;SC;Elizabeth;Catalano;Tsvi Reiter;Cusco;Debito/Credito;323.994;13/01/2025
65272;SO65272;29/01/2025;10/02/2025;10/02/2025;5;29642 - 52189632;SC;Elizabeth;Catalano;Tsvi Reiter;Cusco;Debito/Credito;37.152;13/01/2025
50248;SO50248;30/03/2024;13/04/2024;11/04/2024;5;29515 - 85449145;SC;Maxwell;Amland;Garrett Vargas;Ica;Debito/Credito;894.24;13/01/2025
57084;SO57084;30/09/2024;12/10/2024;12/10/2024;5;29515 - 85449145;SC;Maxwell;Amland;Garrett Vargas;Ica;Debito/Credito;323.994;13/01/2025
49517;SO49517;28/01/2024;10/02/2024;09/02/2024;5;30007 - 63778819;SC;Raquel;Mello;Jae Pak;Ica;Debito/Credito;2818.764;13/01/2025
50677;SO50677;30/04/2024;12/05/2024;12/05/2024;5;30007 - 63778819;SC;Raquel;Mello;Jae Pak;Ica;Debito/Credito;1910.295;13/01/2025
53545;SO53545;31/07/2024;13/08/2024;12/08/2024;5;30007 - 63778819;SC;Raquel;Mello;Jae Pak;Ica;Debito/Credito;3650.478;13/01/2025
59003;SO59003;30/10/2024;12/11/2024;11/11/2024;5;30007 - 63778819;SC;Raquel;Mello;Jae Pak;Ica;Debito/Credito;3788.304;13/01/2025
65216;SO65216;29/01/2025;11/02/2025;10/02/2025;5;30007 - 63778819;SC;Raquel;Mello;Jae Pak;Ica;Debito/Credito;5108.364;13/01/2025
49518;SO49518;28/01/2024;10/02/2024;09/02/2024;5;29966 - 50718807;SC;Richard;Lum;Jillian Carson;Arequipa;Debito/Credito;31319.6394;13/01/2025
50727;SO50727;30/04/2024;13/05/2024;12/05/2024;5;29966 - 50718807;SC;Richard;Lum;Jillian Carson;Arequipa;Debito/Credito;45716.9177;13/01/2025
53570;SO53570;31/07/2024;12/08/2024;12/08/2024;5;29966 - 50718807;SC;Richard;Lum;Jillian Carson;Arequipa;Debito/Credito;63707.6101;13/01/2025
59074;SO59074;30/10/2024;11/11/2024;11/11/2024;5;29966 - 50718807;SC;Richard;Lum;Jillian Carson;Arequipa;Debito/Credito;36682.5594;13/01/2025
65236;SO65236;29/01/2025;05/02/2025;06/02/2025;5;29966 - 50718807;SC;Richard;Lum;Jillian Carson;Arequipa;Debito/Credito;19176.834;13/01/2025
51840;SO51840;30/06/2024;12/07/2024;12/07/2024;5;29516 - 82465176;SC;Mae;Anderson;Lynn Tsoflias;Cajamarca;Debito/Credito;567.8978;13/01/2025
57171;SO57171;30/09/2024;12/10/2024;12/10/2024;5;29516 - 82465176;SC;Mae;Anderson;Lynn Tsoflias;Cajamarca;Debito/Credito;1204.692;13/01/2025
63256;SO63256;31/12/2024;06/01/2025;06/01/2025;5;29516 - 82465176;SC;Mae;Anderson;Lynn Tsoflias;Cajamarca;Debito/Credito;1331.256;13/01/2025
49519;SO49519;28/01/2024;11/02/2024;09/02/2024;5;29576 - 10559512534;SC;Eli;Bowen;Jae Pak;Ica;Debito/Credito;94.367;13/01/2025
50674;SO50674;30/04/2024;12/05/2024;15/05/2024;5;29576 - 10559512534;SC;Eli;Bowen;Jae Pak;Ica;Debito/Credito;324.6176;13/01/2025
53482;SO53482;31/07/2024;12/08/2024;12/08/2024;5;29576 - 10559512534;SC;Eli;Bowen;Jae Pak;Ica;Debito/Credito;1475.634;13/01/2025
58929;SO58929;30/10/2024;07/11/2024;07/11/2024;5;29576 - 10559512534;SC;Eli;Bowen;Jae Pak;;Debito/Credito;2902.908;13/01/2025
65185;SO65185;29/01/2025;10/02/2025;10/02/2025;5;29576 - 10559512534;SC;Eli;Bowen;Jae Pak;Ica;Debito/Credito;1225.428;13/01/2025
49520;SO49520;28/01/2024;11/02/2024;09/02/2024;5;29678 - 70882932;SC;Stephanie;Conroy;Tsvi Reiter;Cusco;Debito/Credito;2595.6818;13/01/2025
50759;SO50759;30/04/2024;08/05/2024;08/05/2024;5;29678 - 70882932;SC;Stephanie;Conroy;Tsvi Reiter;;Debito/Credito;1252.2529;13/01/2025
53625;SO53625;31/07/2024;12/08/2024;12/08/2024;5;29678 - 70882932;SC;Stephanie;Conroy;Tsvi Reiter;Cusco;Debito/Credito;2263.368;13/01/2025
59076;SO59076;30/10/2024;12/11/2024;11/11/2024;5;29678 - 70882932;SC;Stephanie;Conroy;Tsvi Reiter;Cusco;Debito/Credito;4331.352;13/01/2025
65246;SO65246;29/01/2025;10/02/2025;10/02/2025;5;29678 - 70882932;SC;Stephanie;Conroy;Tsvi Reiter;Cusco;Debito/Credito;3005.952;13/01/2025
51719;SO51719;30/06/2024;07/07/2024;07/07/2024;5;29517 - 77393926;SC;Ramona;Antrim;Jillian Carson;La Libertad;Debito/Credito;7265.0535;13/01/2025
57040;SO57040;30/09/2024;12/10/2024;12/10/2024;5;29517 - 77393926;SC;Ramona;Antrim;Jillian Carson;La Libertad;Debito/Credito;2225.622;13/01/2025
63193;SO63193;31/12/2024;12/01/2025;12/01/2025;5;29517 - 77393926;SC;Ramona;Antrim;Jillian Carson;La Libertad;Debito/Credito;404.226;13/01/2025
49521;SO49521;28/01/2024;09/02/2024;09/02/2024;5;30050 - 40674445;SC;Krishna;Sunkammurali;José Saraiva;Lambayeque;Debito/Credito;33205.2526;13/01/2025
50728;SO50728;30/04/2024;13/05/2024;12/05/2024;5;30050 - 40674445;SC;Krishna;Sunkammurali;José Saraiva;Lambayeque;Debito/Credito;44597.1778;13/01/2025
53573;SO53573;31/07/2024;12/08/2024;12/08/2024;5;30050 - 40674445;SC;Krishna;Sunkammurali;José Saraiva;Lambayeque;Debito/Credito;115310.4777;13/01/2025
59064;SO59064;30/10/2024;11/11/2024;11/11/2024;5;30050 - 40674445;SC;Krishna;Sunkammurali;Amy Alberts;Lambayeque;Debito/Credito;71884.6078;13/01/2025
65319;SO65319;29/01/2025;10/02/2025;10/02/2025;5;30050 - 40674445;SC;Krishna;Sunkammurali;José Saraiva;Lambayeque;Debito/Credito;40350;13/01/2025
49522;SO49522;28/01/2024;09/02/2024;09/02/2024;5;29584 - 16906046;SC;Walter;Brian;Linda Mitchell;Piura;Debito/Credito;1601.5227;13/01/2025
53601;SO53601;31/07/2024;12/08/2024;12/08/2024;5;29584 - 16906046;SC;Walter;Brian;Linda Mitchell;Piura;Debito/Credito;552.93;13/01/2025
59034;SO59034;30/10/2024;11/11/2024;11/11/2024;5;29584 - 16906046;SC;Walter;Brian;Linda Mitchell;Piura;Debito/Credito;411.702;13/01/2025
65299;SO65299;29/01/2025;11/02/2025;10/02/2025;5;29584 - 16906046;SC;Walter;Brian;Linda Mitchell;Piura;Debito/Credito;2222.748;13/01/2025
49523;SO49523;28/01/2024;09/02/2024;09/02/2024;5;29954 - 50468541;SC;Paulo;Lisboa;Michael Blythe;Piura;Debito/Credito;22612.411;13/01/2025
50738;SO50738;30/04/2024;08/05/2024;10/05/2024;5;29954 - 50468541;SC;Paulo;Lisboa;Michael Blythe;Piura;Debito/Credito;43678.96;13/01/2025
49524;SO49524;28/01/2024;10/02/2024;09/02/2024;5;29685 - 21277606;SC;Pamela;Cox;Tsvi Reiter;Cusco;Debito/Credito;3916.3167;13/01/2025
50740;SO50740;30/04/2024;12/05/2024;12/05/2024;5;29685 - 21277606;SC;Pamela;Cox;Tsvi Reiter;Cusco;Debito/Credito;8961.5152;13/01/2025
53595;SO53595;31/07/2024;08/08/2024;11/08/2024;5;29685 - 21277606;SC;Pamela;Cox;Tsvi Reiter;Cusco;Debito/Credito;6770.298;13/01/2025
59035;SO59035;30/10/2024;11/11/2024;11/11/2024;5;29685 - 21277606;SC;Pamela;Cox;Tsvi Reiter;Cusco;Debito/Credito;6221.874;13/01/2025
65283;SO65283;29/01/2025;12/02/2025;10/02/2025;5;29685 - 21277606;SC;Pamela;Cox;Tsvi Reiter;Cusco;Debito/Credito;3257.916;13/01/2025
51705;SO51705;30/06/2024;07/07/2024;07/07/2024;5;29519 - 15657555;SC;Hannah;Arakawa;Tsvi Reiter;Cusco;Debito/Credito;5219.922;13/01/2025
57027;SO57027;30/09/2024;12/10/2024;12/10/2024;5;29519 - 15657555;SC;Hannah;Arakawa;Tsvi Reiter;Cusco;Debito/Credito;7251.522;13/01/2025
63144;SO63144;31/12/2024;12/01/2025;12/01/2025;5;29519 - 15657555;SC;Hannah;Arakawa;Tsvi Reiter;Cusco;Debito/Credito;3391.17;13/01/2025
49525;SO49525;28/01/2024;05/02/2024;05/02/2024;5;29982 - 61636139;SC;Melissa;Marple;Linda Mitchell;Piura;Debito/Credito;1409.382;13/01/2025
50737;SO50737;30/04/2024;14/05/2024;12/05/2024;5;29982 - 61636139;SC;Melissa;Marple;Linda Mitchell;Piura;Debito/Credito;2451.0507;13/01/2025
53586;SO53586;31/07/2024;12/08/2024;12/08/2024;5;29982 - 61636139;SC;Melissa;Marple;Linda Mitchell;Piura;Debito/Credito;2760.444;13/01/2025
59026;SO59026;30/10/2024;11/11/2024;11/11/2024;5;29982 - 61636139;SC;Melissa;Marple;Linda Mitchell;Piura;Debito/Credito;2771.334;13/01/2025
65285;SO65285;29/01/2025;10/02/2025;10/02/2025;5;29982 - 61636139;SC;Melissa;Marple;Linda Mitchell;Piura;Debito/Credito;6139.746;13/01/2025
49526;SO49526;28/01/2024;03/02/2024;03/02/2024;5;29574 - 68065386;SC;Randall;Boseman;Michael Blythe;Piura;Debito/Credito;2348.97;13/01/2025
50739;SO50739;30/04/2024;12/05/2024;12/05/2024;5;29574 - 68065386;SC;Randall;Boseman;Michael Blythe;Piura;Debito/Credito;2458.6124;13/01/2025
53602;SO53602;31/07/2024;14/08/2024;12/08/2024;5;29574 - 68065386;SC;Randall;Boseman;Michael Blythe;;Debito/Credito;710.376;13/01/2025
59036;SO59036;30/10/2024;11/11/2024;11/11/2024;5;29574 - 68065386;SC;Randall;Boseman;Michael Blythe;Piura;Debito/Credito;1715.562;13/01/2025
65300;SO65300;29/01/2025;11/02/2025;10/02/2025;5;29574 - 68065386;SC;Randall;Boseman;Michael Blythe;Piura;Debito/Credito;1352.676;13/01/2025
49878;SO49878;28/02/2024;12/03/2024;12/03/2024;5;29520 - 87255756;SC;Kyley;Arbelaez;Tsvi Reiter;Cusco;Debito/Credito;4568.697;13/01/2025
51158;SO51158;30/05/2024;11/06/2024;11/06/2024;5;29520 - 87255756;SC;Kyley;Arbelaez;Tsvi Reiter;Cusco;Debito/Credito;2510.184;13/01/2025
55313;SO55313;30/08/2024;11/09/2024;11/09/2024;5;29520 - 87255756;SC;Kyley;Arbelaez;Tsvi Reiter;Cusco;Debito/Credito;3844.1711;13/01/2025
61257;SO61257;30/11/2024;13/12/2024;12/12/2024;5;29520 - 87255756;SC;Kyley;Arbelaez;Tsvi Reiter;Cusco;Debito/Credito;9630.726;13/01/2025
67331;SO67331;01/03/2025;13/03/2025;13/03/2025;5;29520 - 87255756;SC;Kyley;Arbelaez;Tsvi Reiter;Cusco;Debito/Credito;5148.198;13/01/2025
49527;SO49527;28/01/2024;09/02/2024;09/02/2024;5;29834 - 10560130086;SC;Cheryl;Herring;Shu Ito;Piura;Debito/Credito;34916.4348;13/01/2025
50743;SO50743;30/04/2024;06/05/2024;06/05/2024;5;29834 - 10560130086;SC;Cheryl;Herring;Shu Ito;Piura;Debito/Credito;31201.3606;13/01/2025
53580;SO53580;31/07/2024;13/08/2024;12/08/2024;5;29834 - 10560130086;SC;Cheryl;Herring;Shu Ito;Piura;Debito/Credito;36380.3386;13/01/2025
59029;SO59029;30/10/2024;11/11/2024;11/11/2024;5;29834 - 10560130086;SC;Cheryl;Herring;Shu Ito;Piura;Debito/Credito;19921.8961;13/01/2025
65269;SO65269;29/01/2025;10/02/2025;10/02/2025;5;29834 - 10560130086;SC;Cheryl;Herring;Shu Ito;;Debito/Credito;32967.1166;13/01/2025
49528;SO49528;28/01/2024;03/02/2024;03/02/2024;5;29568 - 79831251;SC;Donald;Blanton;Linda Mitchell;;Debito/Credito;803.0295;13/01/2025
50744;SO50744;30/04/2024;12/05/2024;12/05/2024;5;29568 - 79831251;SC;Donald;Blanton;Linda Mitchell;Piura;Debito/Credito;2009.3707;13/01/2025
53589;SO53589;31/07/2024;12/08/2024;12/08/2024;5;29568 - 79831251;SC;Donald;Blanton;Linda Mitchell;Piura;Debito/Credito;1101.282;13/01/2025
59017;SO59017;30/10/2024;11/11/2024;11/11/2024;5;29568 - 79831251;SC;Donald;Blanton;Linda Mitchell;Piura;Debito/Credito;2109.456;13/01/2025
65279;SO65279;29/01/2025;11/02/2025;10/02/2025;5;29568 - 79831251;SC;Donald;Blanton;Linda Mitchell;Piura;Debito/Credito;1582.464;13/01/2025
50316;SO50316;30/03/2024;12/04/2024;11/04/2024;5;29521 - 20129066;SC;Tom;Johnston;Shu Ito;Lima;Debito/Credito;6711.1976;13/01/2025
51821;SO51821;30/06/2024;06/07/2024;06/07/2024;5;29521 - 20129066;SC;Tom;Johnston;Shu Ito;Lima;Debito/Credito;4543.104;13/01/2025
57176;SO57176;30/09/2024;12/10/2024;12/10/2024;5;29521 - 20129066;SC;Tom;Johnston;Shu Ito;Lima;Debito/Credito;2245.602;13/01/2025
63289;SO63289;31/12/2024;12/01/2025;13/01/2025;5;29521 - 20129066;SC;Tom;Johnston;Shu Ito;Lima;Debito/Credito;6926.964;13/01/2025
49529;SO49529;28/01/2024;09/02/2024;09/02/2024;5;29962 - 16566042;SC;Sharon;Looney;Michael Blythe;La Libertad;Debito/Credito;417.9682;13/01/2025
50742;SO50742;30/04/2024;12/05/2024;12/05/2024;5;29962 - 16566042;SC;Sharon;Looney;Michael Blythe;La Libertad;Debito/Credito;573.9927;13/01/2025
53591;SO53591;31/07/2024;08/08/2024;08/08/2024;5;29962 - 16566042;SC;Sharon;Looney;Michael Blythe;La Libertad;Debito/Credito;1020.594;13/01/2025
59051;SO59051;30/10/2024;11/11/2024;11/11/2024;5;29962 - 16566042;SC;Sharon;Looney;Michael Blythe;La Libertad;Debito/Credito;404.664;13/01/2025
65301;SO65301;29/01/2025;04/02/2025;04/02/2025;5;29962 - 16566042;SC;Sharon;Looney;Michael Blythe;La Libertad;Debito/Credito;10.788;13/01/2025
49530;SO49530;28/01/2024;09/02/2024;09/02/2024;5;29581 - 79646320;SC;Sara;Breer;Jillian Carson;Arequipa;Debito/Credito;1633.3902;13/01/2025
50741;SO50741;30/04/2024;09/05/2024;09/05/2024;5;29581 - 79646320;SC;Sara;Breer;Jillian Carson;Arequipa;Debito/Credito;508.3909;13/01/2025
65302;SO65302;29/01/2025;11/02/2025;12/02/2025;5;29581 - 79646320;SC;Sara;Breer;Jillian Carson;Arequipa;Debito/Credito;65.988;13/01/2025
50294;SO50294;30/03/2024;11/04/2024;11/04/2024;5;29522 - 20868214405;SC;Thomas;Armstrong;Linda Mitchell;Piura;Debito/Credito;29909.6622;13/01/2025
51845;SO51845;30/06/2024;12/07/2024;12/07/2024;5;29522 - 20868214405;SC;Thomas;Armstrong;Linda Mitchell;Piura;Debito/Credito;46428.3351;13/01/2025
57144;SO57144;30/09/2024;12/10/2024;12/10/2024;5;29522 - 20868214405;SC;Thomas;Armstrong;Linda Mitchell;Piura;Debito/Credito;31328.4204;13/01/2025
63283;SO63283;31/12/2024;12/01/2025;12/01/2025;5;29522 - 20868214405;SC;Thomas;Armstrong;Linda Mitchell;Piura;Debito/Credito;38575.0104;13/01/2025
49531;SO49531;28/01/2024;04/02/2024;04/02/2024;5;29669 - 72489461;SC;Jeanette;Cole;Jillian Carson;Arequipa;Debito/Credito;4228.146;13/01/2025
50733;SO50733;30/04/2024;12/05/2024;12/05/2024;5;29669 - 72489461;SC;Jeanette;Cole;Jillian Carson;Arequipa;Debito/Credito;2953.842;13/01/2025
53585;SO53585;31/07/2024;12/08/2024;12/08/2024;5;29669 - 72489461;SC;Jeanette;Cole;Jillian Carson;Arequipa;Debito/Credito;2576.898;13/01/2025
59032;SO59032;30/10/2024;12/11/2024;11/11/2024;5;29669 - 72489461;SC;Jeanette;Cole;Jillian Carson;Arequipa;Debito/Credito;2748.51;13/01/2025
65276;SO65276;29/01/2025;10/02/2025;10/02/2025;5;29669 - 72489461;SC;Jeanette;Cole;Jillian Carson;Arequipa;Debito/Credito;1403.922;13/01/2025
49532;SO49532;28/01/2024;09/02/2024;09/02/2024;5;29929 - 70802428;SC;Jeffrey;Kurtz;Linda Mitchell;Piura;Debito/Credito;40310.0159;13/01/2025
50745;SO50745;30/04/2024;06/05/2024;06/05/2024;5;29929 - 70802428;SC;Jeffrey;Kurtz;Linda Mitchell;Piura;Debito/Credito;33977.5113;13/01/2025
53606;SO53606;31/07/2024;12/08/2024;12/08/2024;5;29929 - 70802428;SC;Jeffrey;Kurtz;Linda Mitchell;Piura;Debito/Credito;46694.2363;13/01/2025
59023;SO59023;30/10/2024;13/11/2024;11/11/2024;5;29929 - 70802428;SC;Jeffrey;Kurtz;Linda Mitchell;Piura;Debito/Credito;34696.2614;13/01/2025
65303;SO65303;29/01/2025;10/02/2025;10/02/2025;5;29929 - 70802428;SC;Jeffrey;Kurtz;Linda Mitchell;Piura;Debito/Credito;58249.404;13/01/2025
50310;SO50310;30/03/2024;11/04/2024;11/04/2024;5;29523 - 79414350;SC;John;Arthur;Michael Blythe;Piura;Debito/Credito;69705.7546;13/01/2025
51809;SO51809;30/06/2024;12/07/2024;12/07/2024;5;29523 - 79414350;SC;John;Arthur;Michael Blythe;Piura;Debito/Credito;43997.5604;13/01/2025
57137;SO57137;30/09/2024;13/10/2024;12/10/2024;5;29523 - 79414350;SC;John;Arthur;Michael Blythe;Piura;Debito/Credito;33951.63;13/01/2025
63252;SO63252;31/12/2024;12/01/2025;12/01/2025;5;29523 - 79414350;SC;John;Arthur;Michael Blythe;Piura;Debito/Credito;46031.082;13/01/2025
49533;SO49533;28/01/2024;10/02/2024;09/02/2024;5;29702 - 83277380;SC;Aidan;Delaney;Michael Blythe;Piura;Debito/Credito;26461.1006;13/01/2025
50747;SO50747;30/04/2024;08/05/2024;08/05/2024;5;29702 - 83277380;SC;Aidan;Delaney;Michael Blythe;;Debito/Credito;36204.2021;13/01/2025
53583;SO53583;31/07/2024;12/08/2024;12/08/2024;5;29702 - 83277380;SC;Aidan;Delaney;Michael Blythe;Piura;Debito/Credito;51395.322;13/01/2025
59013;SO59013;30/10/2024;12/11/2024;11/11/2024;5;29702 - 83277380;SC;Aidan;Delaney;Michael Blythe;Piura;Debito/Credito;30541.146;13/01/2025
65306;SO65306;29/01/2025;10/02/2025;11/02/2025;5;29702 - 83277380;SC;Aidan;Delaney;Michael Blythe;Piura;Debito/Credito;22138.848;13/01/2025
49534;SO49534;28/01/2024;10/02/2024;09/02/2024;5;29815 - 70167127;SC;Lucy;Harrington;Shu Ito;Piura;Debito/Credito;7046.91;13/01/2025
50746;SO50746;30/04/2024;14/05/2024;12/05/2024;5;29815 - 70167127;SC;Lucy;Harrington;Shu Ito;Piura;Debito/Credito;7654.3937;13/01/2025
53607;SO53607;31/07/2024;13/08/2024;12/08/2024;5;29815 - 70167127;SC;Lucy;Harrington;Shu Ito;Piura;Debito/Credito;15368.3048;13/01/2025
59014;SO59014;30/10/2024;11/11/2024;11/11/2024;5;29815 - 70167127;SC;Lucy;Harrington;Shu Ito;;Debito/Credito;15380.646;13/01/2025
65307;SO65307;29/01/2025;10/02/2025;10/02/2025;5;29815 - 70167127;SC;Lucy;Harrington;Shu Ito;Piura;Debito/Credito;6654.792;13/01/2025
51716;SO51716;30/06/2024;12/07/2024;12/07/2024;5;29524 - 88944054;SC;Chris;Ashton;Michael Blythe;La Libertad;Debito/Credito;52140.0648;13/01/2025
57041;SO57041;30/09/2024;06/10/2024;07/10/2024;5;29524 - 88944054;SC;Chris;Ashton;Michael Blythe;La Libertad;Debito/Credito;63878.778;13/01/2025
63152;SO63152;31/12/2024;12/01/2025;12/01/2025;5;29524 - 88944054;SC;Chris;Ashton;Michael Blythe;La Libertad;Debito/Credito;32133.228;13/01/2025
49535;SO49535;28/01/2024;09/02/2024;12/02/2024;5;29788 - 14223611;SC;Mete;Goktepe;Linda Mitchell;Piura;Debito/Credito;202.332;13/01/2025
50729;SO50729;30/04/2024;12/05/2024;12/05/2024;5;29788 - 14223611;SC;Mete;Goktepe;Stephen Jiang;Piura;Debito/Credito;1466.01;13/01/2025
49536;SO49536;28/01/2024;09/02/2024;09/02/2024;5;29726 - 12462289;SC;Adrian;Dumitrascu;Jillian Carson;Arequipa;Debito/Credito;396.072;13/01/2025
49537;SO49537;28/01/2024;09/02/2024;09/02/2024;5;29872 - 10988898021;SC;Jodan;Jacobson;Michael Blythe;La Libertad;Debito/Credito;469.794;13/01/2025
59009;SO59009;30/10/2024;06/11/2024;07/11/2024;5;29872 - 10988898021;SC;Jodan;Jacobson;Michael Blythe;La Libertad;Debito/Credito;37.254;13/01/2025
49538;SO49538;28/01/2024;10/02/2024;09/02/2024;5;29637 - 10838604029;SC;Donna;Carreras;Michael Blythe;Piura;Debito/Credito;23383.1281;13/01/2025
50748;SO50748;30/04/2024;12/05/2024;12/05/2024;5;29637 - 10838604029;SC;Donna;Carreras;Michael Blythe;Piura;Debito/Credito;39230.5508;13/01/2025
53616;SO53616;31/07/2024;07/08/2024;07/08/2024;5;29637 - 10838604029;SC;Donna;Carreras;Michael Blythe;Piura;Debito/Credito;68906.6458;13/01/2025
59011;SO59011;30/10/2024;08/11/2024;08/11/2024;5;29637 - 10838604029;SC;Donna;Carreras;Michael Blythe;Piura;Debito/Credito;33726.9563;13/01/2025
65310;SO65310;29/01/2025;10/02/2025;10/02/2025;5;29637 - 10838604029;SC;Donna;Carreras;Michael Blythe;Piura;Debito/Credito;13067.0107;13/01/2025
51835;SO51835;30/06/2024;12/07/2024;12/07/2024;5;29526 - 10281981434;SC;John;Ault;Rachel Valdez;Junín;Debito/Credito;14124.1711;13/01/2025
57133;SO57133;30/09/2024;12/10/2024;12/10/2024;5;29526 - 10281981434;SC;John;Ault;Rachel Valdez;Junín;Debito/Credito;18144.66;13/01/2025
63230;SO63230;31/12/2024;13/01/2025;12/01/2025;5;29526 - 10281981434;SC;John;Ault;Rachel Valdez;Junín;Debito/Credito;10040.472;13/01/2025
49539;SO49539;28/01/2024;09/02/2024;09/02/2024;5;29810 - 10449447;SC;Jean;Handley;David Campbell;Lima;Debito/Credito;3792.9456;13/01/2025
50750;SO50750;30/04/2024;12/05/2024;12/05/2024;5;29810 - 10449447;SC;Jean;Handley;David Campbell;Lima;Debito/Credito;2802.5973;13/01/2025
53584;SO53584;31/07/2024;12/08/2024;12/08/2024;5;29810 - 10449447;SC;Jean;Handley;David Campbell;Lima;Debito/Credito;3864.702;13/01/2025
59019;SO59019;30/10/2024;11/11/2024;11/11/2024;5;29810 - 10449447;SC;Jean;Handley;David Campbell;Lima;Debito/Credito;2077.116;13/01/2025
65270;SO65270;29/01/2025;10/02/2025;10/02/2025;5;29810 - 10449447;SC;Jean;Handley;David Campbell;Lima;Debito/Credito;1586.964;13/01/2025
49540;SO49540;28/01/2024;10/02/2024;09/02/2024;5;29956 - 10292781865;SC;Jinghao;Liu;Michael Blythe;Piura;Debito/Credito;17254.0031;13/01/2025
50749;SO50749;30/04/2024;15/05/2024;12/05/2024;5;29956 - 10292781865;SC;Jinghao;Liu;Michael Blythe;Piura;Debito/Credito;25585.0564;13/01/2025
53614;SO53614;31/07/2024;06/08/2024;06/08/2024;5;29956 - 10292781865;SC;Jinghao;Liu;Michael Blythe;Piura;Debito/Credito;61251.456;13/01/2025
59027;SO59027;30/10/2024;05/11/2024;05/11/2024;5;29956 - 10292781865;SC;Jinghao;Liu;Michael Blythe;Piura;Debito/Credito;39723.714;13/01/2025
